Specimen label,"i100T_60_1"
End date,"8/17/2018 6:05 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"13.88922",mm
Maximum Load,"274.78696",N
Tensile stress at Yield (Offset 0.2 %),"20.49877",MPa
Modulus,"2233.19518",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01114",mm/mm
Tensile stress at Maximum Load,"20.81318",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","0.77514","0.05871","-0.00008"
"0.10000","0.00849","2.55102","0.19322","0.00003"
"0.20000","0.02888","17.42189","1.31959","0.00053"
"0.30000","0.04945","33.87496","2.56579","0.00125"
"0.40000","0.06720","47.76797","3.61809","0.00151"
"0.50000","0.08400","60.55483","4.58660","0.00203"
"0.60000","0.10051","72.91837","5.52306","0.00242"
"0.70000","0.11713","85.25529","6.45749","0.00220"
"0.80000","0.13381","97.62875","7.39469","0.00321"
"0.90000","0.15043","109.90041","8.32418","0.00367"
"1.00000","0.16711","122.14375","9.25153","0.00412"
"1.10000","0.18379","134.13774","10.15999","0.00460"
"1.20000","0.20047","146.09848","11.06593","0.00521"
"1.30000","0.21716","157.90442","11.96015","0.00565"
"1.40000","0.23378","169.50662","12.83894","0.00614"
"1.50000","0.25040","180.90469","13.70226","0.00645"
"1.60000","0.26714","192.18106","14.55637","0.00689"
"1.70000","0.28376","203.12769","15.38550","0.00732"
"1.80000","0.30044","213.90536","16.20183","0.00772"
"1.90000","0.31712","224.37292","16.99467","0.00809"
"2.00000","0.33375","234.42007","17.75568","0.00860"
"2.10000","0.35037","244.01373","18.48233","0.00897"
"2.20000","0.36711","253.30949","19.18642","0.00941"
"2.30000","0.38373","261.74008","19.82497","0.00989"
"2.40000","0.40035","269.68927","20.42707","0.01030"
"2.50000","0.41703","274.78696","20.81318","0.01084"
"2.57800","0.43001","79.17478","5.99693","0.01106"
